region_id,region_level,region_type,region_year_spec,sdg_03_project_count,year
DK011,3,NUTS,2016,50,2016
DK012,3,NUTS,2016,11,2016
DK013,3,NUTS,2016,18,2016
DK021,3,NUTS,2016,0,2016
DK022,3,NUTS,2016,0,2016
DK031,3,NUTS,2016,8,2016
DK032,3,NUTS,2016,1,2016
DK041,3,NUTS,2016,1,2016
DK042,3,NUTS,2016,13,2016
DK050,3,NUTS,2016,0,2016
EE001,3,NUTS,2016,0,2016
EE008,3,NUTS,2016,8,2016
ES111,3,NUTS,2016,1,2016
ES114,3,NUTS,2016,0,2016
ES120,3,NUTS,2016,2,2016
ES130,3,NUTS,2016,0,2016
ES211,3,NUTS,2016,5,2016
ES212,3,NUTS,2016,6,2016
ES213,3,NUTS,2016,6,2016
ES220,3,NUTS,2016,1,2016
ES230,3,NUTS,2016,2,2016
ES241,3,NUTS,2016,0,2016
ES243,3,NUTS,2016,4,2016
ES300,3,NUTS,2016,57,2016
ES411,3,NUTS,2016,0,2016
ES412,3,NUTS,2016,2,2016
ES413,3,NUTS,2016,0,2016
ES414,3,NUTS,2016,0,2016
ES415,3,NUTS,2016,0,2016
ES416,3,NUTS,2016,0,2016
ES417,3,NUTS,2016,1,2016
ES418,3,NUTS,2016,1,2016
ES421,3,NUTS,2016,0,2016
ES422,3,NUTS,2016,0,2016
ES431,3,NUTS,2016,0,2016
ES511,3,NUTS,2016,43,2016
ES512,3,NUTS,2016,1,2016
ES513,3,NUTS,2016,0,2016
ES514,3,NUTS,2016,1,2016
ES521,3,NUTS,2016,1,2016
ES522,3,NUTS,2016,0,2016
ES523,3,NUTS,2016,11,2016
ES532,3,NUTS,2016,0,2016
ES611,3,NUTS,2016,0,2016
ES612,3,NUTS,2016,0,2016
ES613,3,NUTS,2016,1,2016
ES614,3,NUTS,2016,0,2016
ES615,3,NUTS,2016,0,2016
ES617,3,NUTS,2016,0,2016
ES618,3,NUTS,2016,7,2016
ES620,3,NUTS,2016,1,2016
ES705,3,NUTS,2016,1,2016
ES709,3,NUTS,2016,1,2016
FI193,3,NUTS,2016,2,2016
FI194,3,NUTS,2016,0,2016
FI195,3,NUTS,2016,0,2016
FI196,3,NUTS,2016,0,2016
FI197,3,NUTS,2016,4,2016
FI1B1,3,NUTS,2016,19,2016
FI1C1,3,NUTS,2016,4,2016
FI1C3,3,NUTS,2016,0,2016
FI1C4,3,NUTS,2016,0,2016
FI1D1,3,NUTS,2016,0,2016
FI1D2,3,NUTS,2016,7,2016
FI1D3,3,NUTS,2016,0,2016
FI1D5,3,NUTS,2016,0,2016
FI1D7,3,NUTS,2016,0,2016
FI1D9,3,NUTS,2016,5,2016
FR101,3,NUTS,2016,107,2016
FR102,3,NUTS,2016,1,2016
FR103,3,NUTS,2016,2,2016
FR104,3,NUTS,2016,13,2016
FR105,3,NUTS,2016,42,2016
FR106,3,NUTS,2016,0,2016
FR107,3,NUTS,2016,4,2016
FR108,3,NUTS,2016,1,2016
FRB01,3,NUTS,2016,0,2016
FRB02,3,NUTS,2016,0,2016
FRB04,3,NUTS,2016,3,2016
FRB06,3,NUTS,2016,0,2016
FRC11,3,NUTS,2016,0,2016
FRC13,3,NUTS,2016,0,2016
FRC21,3,NUTS,2016,2,2016
FRC23,3,NUTS,2016,1,2016
FRD11,3,NUTS,2016,0,2016
FRD22,3,NUTS,2016,1,2016
FRE11,3,NUTS,2016,11,2016
FRE12,3,NUTS,2016,0,2016
FRE21,3,NUTS,2016,0,2016
FRE23,3,NUTS,2016,1,2016
FRF11,3,NUTS,2016,9,2016
FRF12,3,NUTS,2016,0,2016
FRF23,3,NUTS,2016,0,2016
FRF31,3,NUTS,2016,0,2016
FRF33,3,NUTS,2016,0,2016
FRF34,3,NUTS,2016,0,2016
FRG01,3,NUTS,2016,2,2016
FRG02,3,NUTS,2016,1,2016
FRG04,3,NUTS,2016,0,2016
FRG05,3,NUTS,2016,0,2016
FRH01,3,NUTS,2016,1,2016
FRH02,3,NUTS,2016,2,2016
FRH03,3,NUTS,2016,3,2016
FRH04,3,NUTS,2016,0,2016
FRI12,3,NUTS,2016,9,2016
FRI14,3,NUTS,2016,0,2016
FRI15,3,NUTS,2016,0,2016
FRI21,3,NUTS,2016,0,2016
FRI23,3,NUTS,2016,1,2016
FRI31,3,NUTS,2016,1,2016
FRI34,3,NUTS,2016,0,2016
FRJ12,3,NUTS,2016,0,2016
FRJ13,3,NUTS,2016,3,2016
FRJ15,3,NUTS,2016,0,2016
FRJ23,3,NUTS,2016,0,2016
FRJ28,3,NUTS,2016,0,2016
FRK13,3,NUTS,2016,0,2016
FRK14,3,NUTS,2016,2,2016
FRK21,3,NUTS,2016,0,2016
FRK22,3,NUTS,2016,0,2016
FRK23,3,NUTS,2016,0,2016
FRK24,3,NUTS,2016,4,2016
FRK25,3,NUTS,2016,0,2016
FRK26,3,NUTS,2016,14,2016
FRK28,3,NUTS,2016,0,2016
FRL03,3,NUTS,2016,3,2016
FRL04,3,NUTS,2016,4,2016
FRL05,3,NUTS,2016,0,2016
FRL06,3,NUTS,2016,0,2016
FRY40,3,NUTS,2016,0,2016
HR031,3,NUTS,2016,0,2016
HR035,3,NUTS,2016,1,2016
HR036,3,NUTS,2016,0,2016
HR037,3,NUTS,2016,0,2016
HR041,3,NUTS,2016,0,2016
HR042,3,NUTS,2016,0,2016
HR045,3,NUTS,2016,0,2016
HR04B,3,NUTS,2016,2,2016
HU110,3,NUTS,2016,8,2016
HU120,3,NUTS,2016,1,2016
HU211,3,NUTS,2016,0,2016
HU212,3,NUTS,2016,1,2016
HU213,3,NUTS,2016,0,2016
HU221,3,NUTS,2016,0,2016
HU231,3,NUTS,2016,2,2016
HU233,3,NUTS,2016,0,2016
HU311,3,NUTS,2016,1,2016
HU321,3,NUTS,2016,0,2016
HU331,3,NUTS,2016,0,2016
HU333,3,NUTS,2016,4,2016
IE041,3,NUTS,2016,0,2016
IE042,3,NUTS,2016,10,2016
IE051,3,NUTS,2016,0,2016
IE052,3,NUTS,2016,1,2016
IE053,3,NUTS,2016,7,2016
IE061,3,NUTS,2016,33,2016
IE062,3,NUTS,2016,1,2016
IE063,3,NUTS,2016,0,2016
ITC11,3,NUTS,2016,16,2016
ITC12,3,NUTS,2016,1,2016
ITC13,3,NUTS,2016,0,2016
ITC14,3,NUTS,2016,0,2016
ITC15,3,NUTS,2016,0,2016
ITC16,3,NUTS,2016,0,2016
ITC18,3,NUTS,2016,0,2016
ITC20,3,NUTS,2016,0,2016
ITC32,3,NUTS,2016,0,2016
ITC33,3,NUTS,2016,14,2016
ITC41,3,NUTS,2016,2,2016
ITC42,3,NUTS,2016,0,2016
ITC43,3,NUTS,2016,0,2016
ITC46,3,NUTS,2016,1,2016
ITC47,3,NUTS,2016,5,2016
ITC48,3,NUTS,2016,5,2016
ITC4A,3,NUTS,2016,1,2016
ITC4B,3,NUTS,2016,0,2016
ITC4C,3,NUTS,2016,57,2016
ITC4D,3,NUTS,2016,0,2016
ITF11,3,NUTS,2016,3,2016
ITF12,3,NUTS,2016,1,2016
ITF13,3,NUTS,2016,0,2016
ITF14,3,NUTS,2016,5,2016
ITF21,3,NUTS,2016,0,2016
ITF31,3,NUTS,2016,0,2016
ITF32,3,NUTS,2016,0,2016
ITF33,3,NUTS,2016,1,2016
ITF35,3,NUTS,2016,1,2016
ITF45,3,NUTS,2016,0,2016
ITF46,3,NUTS,2016,0,2016
ITF47,3,NUTS,2016,4,2016
ITF52,3,NUTS,2016,0,2016
ITF61,3,NUTS,2016,0,2016
ITF63,3,NUTS,2016,0,2016
ITG12,3,NUTS,2016,2,2016
ITG13,3,NUTS,2016,0,2016
ITG17,3,NUTS,2016,0,2016
ITG25,3,NUTS,2016,0,2016
ITG27,3,NUTS,2016,0,2016
ITH10,3,NUTS,2016,1,2016
ITH20,3,NUTS,2016,8,2016
ITH31,3,NUTS,2016,5,2016
ITH32,3,NUTS,2016,0,2016
ITH34,3,NUTS,2016,0,2016
ITH35,3,NUTS,2016,0,2016
ITH36,3,NUTS,2016,13,2016
ITH37,3,NUTS,2016,0,2016
ITH41,3,NUTS,2016,0,2016
ITH42,3,NUTS,2016,4,2016
ITH44,3,NUTS,2016,4,2016
ITH51,3,NUTS,2016,0,2016
ITH52,3,NUTS,2016,2,2016
ITH53,3,NUTS,2016,0,2016
ITH54,3,NUTS,2016,2,2016
ITH55,3,NUTS,2016,14,2016
ITH56,3,NUTS,2016,0,2016
ITH57,3,NUTS,2016,0,2016
ITH58,3,NUTS,2016,0,2016
ITH59,3,NUTS,2016,0,2016
ITI11,3,NUTS,2016,0,2016
ITI12,3,NUTS,2016,0,2016
ITI14,3,NUTS,2016,7,2016
ITI15,3,NUTS,2016,0,2016
ITI16,3,NUTS,2016,0,2016
ITI17,3,NUTS,2016,7,2016
ITI18,3,NUTS,2016,0,2016
ITI19,3,NUTS,2016,12,2016
ITI21,3,NUTS,2016,1,2016
ITI22,3,NUTS,2016,0,2016
ITI31,3,NUTS,2016,1,2016
ITI32,3,NUTS,2016,4,2016
ITI33,3,NUTS,2016,1,2016
ITI35,3,NUTS,2016,0,2016
ITI41,3,NUTS,2016,0,2016
ITI43,3,NUTS,2016,46,2016
ITI45,3,NUTS,2016,0,2016
LT011,3,NUTS,2016,6,2016
LT022,3,NUTS,2016,0,2016
LT023,3,NUTS,2016,0,2016
LT029,3,NUTS,2016,0,2016
LU000,3,NUTS,2016,13,2016
LV003,3,NUTS,2016,0,2016
LV006,3,NUTS,2016,6,2016
LV007,3,NUTS,2016,0,2016
LV009,3,NUTS,2016,0,2016
MT001,3,NUTS,2016,0,2016
NL111,3,NUTS,2016,0,2016
NL112,3,NUTS,2016,0,2016
NL113,3,NUTS,2016,27,2016
NL124,3,NUTS,2016,1,2016
NL125,3,NUTS,2016,0,2016
NL132,3,NUTS,2016,0,2016
NL133,3,NUTS,2016,0,2016
NL211,3,NUTS,2016,0,2016
NL212,3,NUTS,2016,1,2016
NL213,3,NUTS,2016,12,2016
NL221,3,NUTS,2016,5,2016
NL226,3,NUTS,2016,31,2016
NL230,3,NUTS,2016,3,2016
NL310,3,NUTS,2016,44,2016
NL321,3,NUTS,2016,1,2016
NL323,3,NUTS,2016,1,2016
NL324,3,NUTS,2016,1,2016
NL325,3,NUTS,2016,0,2016
NL327,3,NUTS,2016,3,2016
NL328,3,NUTS,2016,2,2016
NL329,3,NUTS,2016,92,2016
NL332,3,NUTS,2016,15,2016
NL333,3,NUTS,2016,5,2016
NL337,3,NUTS,2016,43,2016
NL33A,3,NUTS,2016,0,2016
NL33B,3,NUTS,2016,2,2016
NL33C,3,NUTS,2016,27,2016
NL341,3,NUTS,2016,0,2016
NL411,3,NUTS,2016,1,2016
NL412,3,NUTS,2016,2,2016
NL413,3,NUTS,2016,5,2016
NL414,3,NUTS,2016,35,2016
NL422,3,NUTS,2016,1,2016
NL423,3,NUTS,2016,23,2016
PL213,3,NUTS,2016,1,2016
PL225,3,NUTS,2016,0,2016
PL229,3,NUTS,2016,0,2016
PL22A,3,NUTS,2016,0,2016
PL22B,3,NUTS,2016,0,2016
PL415,3,NUTS,2016,0,2016
PL424,3,NUTS,2016,0,2016
PL428,3,NUTS,2016,0,2016
PL514,3,NUTS,2016,3,2016
PL517,3,NUTS,2016,0,2016
PL524,3,NUTS,2016,0,2016
PL613,3,NUTS,2016,0,2016
PL622,3,NUTS,2016,0,2016
PL633,3,NUTS,2016,1,2016
PL711,3,NUTS,2016,0,2016
PL814,3,NUTS,2016,0,2016
PL815,3,NUTS,2016,0,2016
PL824,3,NUTS,2016,0,2016
PL911,3,NUTS,2016,1,2016
PL913,3,NUTS,2016,0,2016
PT112,3,NUTS,2016,4,2016
PT119,3,NUTS,2016,1,2016
PT11A,3,NUTS,2016,5,2016
PT11C,3,NUTS,2016,0,2016
PT11E,3,NUTS,2016,0,2016
PT150,3,NUTS,2016,0,2016
PT16B,3,NUTS,2016,0,2016
PT16D,3,NUTS,2016,1,2016
PT16E,3,NUTS,2016,1,2016
PT16F,3,NUTS,2016,0,2016
PT170,3,NUTS,2016,17,2016
PT184,3,NUTS,2016,0,2016
PT187,3,NUTS,2016,0,2016
PT200,3,NUTS,2016,0,2016
PT300,3,NUTS,2016,0,2016
RO112,3,NUTS,2016,0,2016
RO113,3,NUTS,2016,0,2016
RO115,3,NUTS,2016,0,2016
RO121,3,NUTS,2016,0,2016
RO122,3,NUTS,2016,0,2016
RO123,3,NUTS,2016,0,2016
RO125,3,NUTS,2016,0,2016
RO213,3,NUTS,2016,1,2016
RO224,3,NUTS,2016,0,2016
RO225,3,NUTS,2016,0,2016
RO314,3,NUTS,2016,0,2016
RO321,3,NUTS,2016,0,2016
RO322,3,NUTS,2016,0,2016
RO424,3,NUTS,2016,0,2016
SE110,3,NUTS,2016,58,2016
SE121,3,NUTS,2016,10,2016
SE122,3,NUTS,2016,0,2016
SE123,3,NUTS,2016,3,2016
SE124,3,NUTS,2016,1,2016
SE125,3,NUTS,2016,0,2016
SE212,3,NUTS,2016,0,2016
SE221,3,NUTS,2016,0,2016
SE224,3,NUTS,2016,20,2016
SE232,3,NUTS,2016,9,2016
SE311,3,NUTS,2016,0,2016
SE312,3,NUTS,2016,0,2016
SE313,3,NUTS,2016,0,2016
SE321,3,NUTS,2016,0,2016
SE322,3,NUTS,2016,1,2016
SE331,3,NUTS,2016,3,2016
SE332,3,NUTS,2016,0,2016
SI031,3,NUTS,2016,0,2016
SI032,3,NUTS,2016,0,2016
SI033,3,NUTS,2016,1,2016
SI034,3,NUTS,2016,0,2016
SI036,3,NUTS,2016,0,2016
SI037,3,NUTS,2016,0,2016
SI038,3,NUTS,2016,0,2016
SI041,3,NUTS,2016,15,2016
SI042,3,NUTS,2016,0,2016
SI043,3,NUTS,2016,0,2016
SI044,3,NUTS,2016,0,2016
SK010,3,NUTS,2016,4,2016
SK022,3,NUTS,2016,0,2016
SK023,3,NUTS,2016,0,2016
SK031,3,NUTS,2016,0,2016
SK032,3,NUTS,2016,0,2016
SK041,3,NUTS,2016,0,2016
SK042,3,NUTS,2016,1,2016
UKC11,3,NUTS,2016,1,2016
UKC12,3,NUTS,2016,0,2016
UKC21,3,NUTS,2016,0,2016
UKC22,3,NUTS,2016,0,2016
UKC23,3,NUTS,2016,0,2016
UKD33,3,NUTS,2016,17,2016
UKD34,3,NUTS,2016,1,2016
UKD36,3,NUTS,2016,0,2016
UKD44,3,NUTS,2016,2,2016
UKD47,3,NUTS,2016,0,2016
UKD61,3,NUTS,2016,2,2016
UKD63,3,NUTS,2016,0,2016
UKD71,3,NUTS,2016,0,2016
UKD72,3,NUTS,2016,2,2016
UKD74,3,NUTS,2016,1,2016
UKE11,3,NUTS,2016,2,2016
UKE12,3,NUTS,2016,0,2016
UKE21,3,NUTS,2016,0,2016
UKE31,3,NUTS,2016,0,2016
UKE32,3,NUTS,2016,2,2016
UKE41,3,NUTS,2016,1,2016
UKE42,3,NUTS,2016,8,2016
UKE44,3,NUTS,2016,5,2016
UKE45,3,NUTS,2016,0,2016
UKF11,3,NUTS,2016,0,2016
UKF14,3,NUTS,2016,7,2016
UKF21,3,NUTS,2016,3,2016
UKF22,3,NUTS,2016,2,2016
UKF24,3,NUTS,2016,0,2016
UKF30,3,NUTS,2016,2,2016
UKG11,3,NUTS,2016,0,2016
UKG12,3,NUTS,2016,0,2016
UKG13,3,NUTS,2016,0,2016
UKG21,3,NUTS,2016,0,2016
UKG24,3,NUTS,2016,0,2016
UKG31,3,NUTS,2016,17,2016
UKG32,3,NUTS,2016,0,2016
UKG33,3,NUTS,2016,1,2016
UKG36,3,NUTS,2016,1,2016
UKG39,3,NUTS,2016,1,2016
UKH12,3,NUTS,2016,2,2016
UKH14,3,NUTS,2016,2,2016
UKH17,3,NUTS,2016,2,2016
UKH23,3,NUTS,2016,1,2016
UKH24,3,NUTS,2016,0,2016
UKH25,3,NUTS,2016,0,2016
UKH31,3,NUTS,2016,0,2016
UKH34,3,NUTS,2016,3,2016
UKH36,3,NUTS,2016,0,2016
UKI31,3,NUTS,2016,73,2016
UKI32,3,NUTS,2016,42,2016
UKI33,3,NUTS,2016,3,2016
UKI34,3,NUTS,2016,2,2016
UKI41,3,NUTS,2016,1,2016
UKI42,3,NUTS,2016,11,2016
UKI43,3,NUTS,2016,2,2016
UKI44,3,NUTS,2016,6,2016
UKI45,3,NUTS,2016,0,2016
UKI53,3,NUTS,2016,0,2016
UKI63,3,NUTS,2016,1,2016
UKI71,3,NUTS,2016,0,2016
UKI74,3,NUTS,2016,0,2016
UKI75,3,NUTS,2016,2,2016
UKJ11,3,NUTS,2016,1,2016
UKJ12,3,NUTS,2016,1,2016
UKJ13,3,NUTS,2016,4,2016
UKJ14,3,NUTS,2016,0,2016
UKJ21,3,NUTS,2016,0,2016
UKJ22,3,NUTS,2016,5,2016
UKJ25,3,NUTS,2016,3,2016
UKJ26,3,NUTS,2016,0,2016
UKJ32,3,NUTS,2016,5,2016
UKJ36,3,NUTS,2016,0,2016
UKJ44,3,NUTS,2016,3,2016
UKJ45,3,NUTS,2016,1,2016
UKK11,3,NUTS,2016,2,2016
UKK12,3,NUTS,2016,2,2016
UKK13,3,NUTS,2016,0,2016
UKK14,3,NUTS,2016,1,2016
UKK15,3,NUTS,2016,0,2016
UKK23,3,NUTS,2016,0,2016
UKK41,3,NUTS,2016,1,2016
UKK43,3,NUTS,2016,0,2016
UKL12,3,NUTS,2016,1,2016
UKL17,3,NUTS,2016,0,2016
UKL18,3,NUTS,2016,0,2016
UKL21,3,NUTS,2016,1,2016
UKL22,3,NUTS,2016,5,2016
UKM50,3,NUTS,2016,0,2016
UKM62,3,NUTS,2016,0,2016
UKM65,3,NUTS,2016,0,2016
UKM73,3,NUTS,2016,1,2016
UKM75,3,NUTS,2016,6,2016
UKM76,3,NUTS,2016,0,2016
UKM77,3,NUTS,2016,0,2016
UKM78,3,NUTS,2016,0,2016
UKM82,3,NUTS,2016,18,2016
UKM83,3,NUTS,2016,0,2016
UKM93,3,NUTS,2016,0,2016
UKN06,3,NUTS,2016,7,2016
UKN08,3,NUTS,2016,0,2016
UKN09,3,NUTS,2016,0,2016
UKN11,3,NUTS,2016,0,2016
UKN12,3,NUTS,2016,7,2016
AT112,3,NUTS,2016,0,2017
AT113,3,NUTS,2016,0,2017
AT121,3,NUTS,2016,0,2017
AT122,3,NUTS,2016,1,2017
AT126,3,NUTS,2016,11,2017
AT127,3,NUTS,2016,0,2017
AT130,3,NUTS,2016,32,2017
AT211,3,NUTS,2016,1,2017
AT212,3,NUTS,2016,0,2017
AT213,3,NUTS,2016,0,2017
AT221,3,NUTS,2016,11,2017
AT222,3,NUTS,2016,0,2017
AT223,3,NUTS,2016,0,2017
AT224,3,NUTS,2016,0,2017
AT225,3,NUTS,2016,0,2017
AT311,3,NUTS,2016,0,2017
AT312,3,NUTS,2016,0,2017
AT314,3,NUTS,2016,0,2017
AT315,3,NUTS,2016,0,2017
AT322,3,NUTS,2016,0,2017
AT323,3,NUTS,2016,6,2017
AT332,3,NUTS,2016,7,2017
AT334,3,NUTS,2016,0,2017
AT335,3,NUTS,2016,0,2017
AT341,3,NUTS,2016,0,2017
AT342,3,NUTS,2016,0,2017
BE100,3,NUTS,2016,34,2017
BE211,3,NUTS,2016,20,2017
BE212,3,NUTS,2016,2,2017
BE213,3,NUTS,2016,12,2017
BE221,3,NUTS,2016,4,2017
BE222,3,NUTS,2016,0,2017
BE231,3,NUTS,2016,0,2017
BE232,3,NUTS,2016,0,2017
BE234,3,NUTS,2016,31,2017
BE235,3,NUTS,2016,0,2017
BE236,3,NUTS,2016,0,2017
BE241,3,NUTS,2016,6,2017
BE242,3,NUTS,2016,28,2017
BE251,3,NUTS,2016,1,2017
BE253,3,NUTS,2016,0,2017
BE254,3,NUTS,2016,0,2017
BE255,3,NUTS,2016,0,2017
BE256,3,NUTS,2016,0,2017
BE257,3,NUTS,2016,0,2017
BE310,3,NUTS,2016,11,2017
BE321,3,NUTS,2016,0,2017
BE322,3,NUTS,2016,0,2017
BE323,3,NUTS,2016,0,2017
BE324,3,NUTS,2016,0,2017
BE327,3,NUTS,2016,0,2017
BE331,3,NUTS,2016,0,2017
BE332,3,NUTS,2016,5,2017
BE334,3,NUTS,2016,0,2017
BE335,3,NUTS,2016,0,2017
BE341,3,NUTS,2016,0,2017
BE344,3,NUTS,2016,0,2017
BE352,3,NUTS,2016,1,2017
BG322,3,NUTS,2016,0,2017
BG343,3,NUTS,2016,0,2017
BG411,3,NUTS,2016,0,2017
BG421,3,NUTS,2016,0,2017
CH013,3,NUTS,2016,1,2017
CY000,3,NUTS,2016,1,2017
CZ010,3,NUTS,2016,5,2017
CZ020,3,NUTS,2016,0,2017
CZ031,3,NUTS,2016,3,2017
CZ032,3,NUTS,2016,0,2017
CZ042,3,NUTS,2016,0,2017
CZ051,3,NUTS,2016,0,2017
CZ052,3,NUTS,2016,0,2017
CZ053,3,NUTS,2016,0,2017
CZ063,3,NUTS,2016,0,2017
CZ064,3,NUTS,2016,4,2017
CZ071,3,NUTS,2016,0,2017
CZ072,3,NUTS,2016,0,2017
CZ080,3,NUTS,2016,1,2017
DE111,3,NUTS,2016,4,2017
DE112,3,NUTS,2016,0,2017
DE113,3,NUTS,2016,2,2017
DE114,3,NUTS,2016,0,2017
DE115,3,NUTS,2016,0,2017
DE116,3,NUTS,2016,0,2017
DE117,3,NUTS,2016,0,2017
DE118,3,NUTS,2016,0,2017
DE119,3,NUTS,2016,0,2017
DE11A,3,NUTS,2016,0,2017
DE11D,3,NUTS,2016,1,2017
DE122,3,NUTS,2016,9,2017
DE123,3,NUTS,2016,1,2017
DE124,3,NUTS,2016,0,2017
DE125,3,NUTS,2016,23,2017
DE126,3,NUTS,2016,1,2017
DE128,3,NUTS,2016,1,2017
DE129,3,NUTS,2016,4,2017
DE12B,3,NUTS,2016,0,2017
DE12C,3,NUTS,2016,0,2017
DE131,3,NUTS,2016,11,2017
DE133,3,NUTS,2016,0,2017
DE134,3,NUTS,2016,0,2017
DE136,3,NUTS,2016,0,2017
DE137,3,NUTS,2016,1,2017
DE138,3,NUTS,2016,1,2017
DE141,3,NUTS,2016,0,2017
DE142,3,NUTS,2016,5,2017
DE143,3,NUTS,2016,1,2017
DE144,3,NUTS,2016,7,2017
DE146,3,NUTS,2016,1,2017
DE147,3,NUTS,2016,0,2017
DE149,3,NUTS,2016,1,2017
DE211,3,NUTS,2016,0,2017
DE212,3,NUTS,2016,37,2017
DE214,3,NUTS,2016,0,2017
DE218,3,NUTS,2016,0,2017
DE21B,3,NUTS,2016,0,2017
DE21C,3,NUTS,2016,4,2017
DE21E,3,NUTS,2016,1,2017
DE21F,3,NUTS,2016,0,2017
DE21G,3,NUTS,2016,0,2017
DE21H,3,NUTS,2016,5,2017
DE21L,3,NUTS,2016,3,2017
DE21N,3,NUTS,2016,0,2017
DE221,3,NUTS,2016,0,2017
DE222,3,NUTS,2016,0,2017
DE22B,3,NUTS,2016,0,2017
DE231,3,NUTS,2016,0,2017
DE232,3,NUTS,2016,1,2017
DE234,3,NUTS,2016,0,2017
DE236,3,NUTS,2016,0,2017
DE239,3,NUTS,2016,0,2017
DE242,3,NUTS,2016,1,2017
DE247,3,NUTS,2016,0,2017
DE24D,3,NUTS,2016,0,2017
DE252,3,NUTS,2016,6,2017
DE254,3,NUTS,2016,0,2017
DE257,3,NUTS,2016,0,2017
DE25B,3,NUTS,2016,0,2017
DE262,3,NUTS,2016,0,2017
DE263,3,NUTS,2016,7,2017
DE268,3,NUTS,2016,0,2017
DE269,3,NUTS,2016,0,2017
DE26A,3,NUTS,2016,0,2017
DE26C,3,NUTS,2016,0,2017
DE271,3,NUTS,2016,0,2017
DE273,3,NUTS,2016,0,2017
DE276,3,NUTS,2016,0,2017
DE27A,3,NUTS,2016,0,2017
DE27D,3,NUTS,2016,1,2017
DE300,3,NUTS,2016,34,2017
DE402,3,NUTS,2016,0,2017
DE403,3,NUTS,2016,1,2017
DE404,3,NUTS,2016,3,2017
DE405,3,NUTS,2016,0,2017
DE406,3,NUTS,2016,0,2017
DE408,3,NUTS,2016,0,2017
DE40D,3,NUTS,2016,1,2017
DE40E,3,NUTS,2016,0,2017
DE40H,3,NUTS,2016,0,2017
DE40I,3,NUTS,2016,0,2017
DE501,3,NUTS,2016,2,2017
DE502,3,NUTS,2016,0,2017
DE600,3,NUTS,2016,13,2017
DE711,3,NUTS,2016,2,2017
DE712,3,NUTS,2016,13,2017
DE713,3,NUTS,2016,0,2017
DE714,3,NUTS,2016,3,2017
DE715,3,NUTS,2016,0,2017
DE716,3,NUTS,2016,0,2017
DE717,3,NUTS,2016,0,2017
DE718,3,NUTS,2016,1,2017
DE719,3,NUTS,2016,1,2017
DE71A,3,NUTS,2016,0,2017
DE71C,3,NUTS,2016,1,2017
DE71E,3,NUTS,2016,0,2017
DE721,3,NUTS,2016,3,2017
DE722,3,NUTS,2016,1,2017
DE723,3,NUTS,2016,0,2017
DE724,3,NUTS,2016,3,2017
DE731,3,NUTS,2016,2,2017
DE732,3,NUTS,2016,0,2017
DE734,3,NUTS,2016,1,2017
DE803,3,NUTS,2016,4,2017
DE80K,3,NUTS,2016,0,2017
DE80L,3,NUTS,2016,0,2017
DE80M,3,NUTS,2016,0,2017
DE80N,3,NUTS,2016,0,2017
DE911,3,NUTS,2016,6,2017
DE912,3,NUTS,2016,0,2017
DE913,3,NUTS,2016,0,2017
DE916,3,NUTS,2016,0,2017
DE917,3,NUTS,2016,0,2017
DE918,3,NUTS,2016,0,2017
DE91A,3,NUTS,2016,0,2017
DE91B,3,NUTS,2016,2,2017
DE91C,3,NUTS,2016,3,2017
DE923,3,NUTS,2016,0,2017
DE928,3,NUTS,2016,0,2017
DE929,3,NUTS,2016,9,2017
DE933,3,NUTS,2016,0,2017
DE934,3,NUTS,2016,0,2017
DE935,3,NUTS,2016,1,2017
DE936,3,NUTS,2016,0,2017
DE938,3,NUTS,2016,0,2017
DE939,3,NUTS,2016,0,2017
DE93B,3,NUTS,2016,0,2017
DE943,3,NUTS,2016,0,2017
DE944,3,NUTS,2016,0,2017
DE947,3,NUTS,2016,0,2017
DE949,3,NUTS,2016,0,2017
DE94D,3,NUTS,2016,0,2017
DE94E,3,NUTS,2016,0,2017
DE94F,3,NUTS,2016,0,2017
DEA11,3,NUTS,2016,0,2017
DEA12,3,NUTS,2016,0,2017
DEA13,3,NUTS,2016,0,2017
DEA14,3,NUTS,2016,0,2017
DEA16,3,NUTS,2016,1,2017
DEA19,3,NUTS,2016,1,2017
DEA1A,3,NUTS,2016,2,2017
DEA1C,3,NUTS,2016,1,2017
DEA1D,3,NUTS,2016,0,2017
DEA1E,3,NUTS,2016,0,2017
DEA1F,3,NUTS,2016,0,2017
DEA22,3,NUTS,2016,17,2017
DEA23,3,NUTS,2016,8,2017
DEA26,3,NUTS,2016,0,2017
DEA27,3,NUTS,2016,1,2017
DEA2A,3,NUTS,2016,0,2017
DEA2B,3,NUTS,2016,0,2017
DEA2C,3,NUTS,2016,1,2017
DEA2D,3,NUTS,2016,7,2017
DEA32,3,NUTS,2016,0,2017
DEA33,3,NUTS,2016,1,2017
DEA37,3,NUTS,2016,0,2017
DEA38,3,NUTS,2016,0,2017
DEA41,3,NUTS,2016,1,2017
DEA42,3,NUTS,2016,0,2017
DEA43,3,NUTS,2016,0,2017
DEA45,3,NUTS,2016,0,2017
DEA47,3,NUTS,2016,0,2017
DEA51,3,NUTS,2016,0,2017
DEA52,3,NUTS,2016,4,2017
DEA53,3,NUTS,2016,0,2017
DEA56,3,NUTS,2016,0,2017
DEA57,3,NUTS,2016,0,2017
DEA58,3,NUTS,2016,0,2017
DEA59,3,NUTS,2016,0,2017
